id,condition,sceneName,sceneNumber,task,block,trial,Navigate_target,Navigate_actualPath,Navigate_optimalPath,Navigate_excessPath,Navigate_clockwiseTravel,Navigate_duration,
default,default,demo_SimpleSample_50x50,1,TASK_NavigationTask,1,1,Green Cylinder,34.95999,21.48452,13.47547,-39.69537,7.148076,
